id,name,lat,lng,country,city,iata
5058,Woodbourne Airport,-41.5182991027832,173.8699951171875,NZ,Blenheim,BHE
5060,Wanaka Airport,-44.722954,169.248419,NZ,Wanaka,WKA
5062,Whakatane Airport,-37.92060089111328,176.91400146484375,NZ,,WHK
5066,Whangarei Airport,-35.769253,174.363713,NZ,Whangarei,WRE
5067,Westport Airport,-41.737111,171.579033,NZ,Westport,WSZ
5068,Wanganui Airport,-39.96220016479492,175.02499389648438,NZ,Wanganui,WAG
5069,Herat - Khwaja Abdullah Ansari International Airport,34.209999,62.228298,AF,Guzara,HEA
5072,Kabul International Airport,34.565899,69.212303,AF,Kabul,KBL
5073,Ahmad Shah Baba International Airport / Kandahar Airfield,31.5058,65.847801,AF,Khvoshab,KDH
5075,Mazar-i-Sharif International Airport,36.706902,67.209702,AF,Mazar-i-Sharif,MZR
5082,Abha International Airport,18.2404,42.656601,SA,Abha,AHB
5083,Al-Ahsa International Airport,25.285299,49.485199,SA,Hofuf,HOF
5084,King Saud Bin Abdulaziz (Al Baha) Airport,20.298506,41.636153,SA,Al Aqiq,ABT
5085,Bisha Airport,19.984399795532227,42.62089920043945,SA,,BHH
5088,King Salman Abdulaziz Airport,24.4499,44.121201,SA,Dawadmi,DWD
5090,Jizan Regional Airport / King Abdullah bin Abdulaziz Airport,16.9011,42.5858,SA,Jizan,GIZ
5091,Gassim Airport,26.302799224853516,43.77439880371094,SA,,ELQ
5092,Gurayat Domestic Airport,31.412413,37.278898,SA,Gurayat,URY
5093,Ha'il Airport,27.437901,41.686298,SA,Ha'il,HAS
5098,King Khaled Military City Airport,27.9009,45.528198,SA,King Khaled Military City,KMC
5102,Najran Domestic Airport,17.611401,44.419201,SA,Najran,EAM
332512,Neom Bay Airport,27.927598,35.28874,SA,Neom,NUM
5103,Al Qaisumah/Hafr Al Batin Airport,28.335199,46.125099,SA,Qaisumah,AQI
5111,Rafha Domestic Airport,29.626399993896484,43.4906005859375,SA,Rafha,RAH
5114,Arar Domestic Airport,30.906600952148438,41.13819885253906,SA,Arar,RAE
5118,Sharurah Domestic Airport,17.4669,47.121399,SA,Sharurah,SHW
5119,Al-Jawf Domestic Airport,29.78510093688965,40.099998474121094,SA,Al-Jawf,AJF
5121,Tabuk Airport,28.3654,36.6189,SA,Tabuk,TUU
5122,Ta’if Regional Airport,21.483001,40.543442,SA,Ta’if,TIF
5125,Turaif Domestic Airport,31.692188,38.731544,SA,Turaif,TUI
5127,Wadi Al Dawasir Domestic Airport,20.504299,45.1996,SA,Wadi Al Dawasir,WAE
5128,Al Wajh Domestic Airport,26.198601,36.476398,SA,Al Wajh,EJH
5129,Yanbu Airport / Prince Abdul Mohsin bin Abdulaziz international Airport,24.144199,38.0634,SA,Yanbu,YNB
5130,Abadan Airport,30.367887,48.230075,IR,Abadan,ABD
5131,Dezful Airport,32.434399,48.397598,IR,Dezful,DEF
5136,Mahshahr Airport,30.5562,49.151901,IR,Mahshahr,MRX
5137,Lieutenant General Qasem Soleimani International Airport,31.3374,48.762001,IR,Ahvaz,AWZ
5138,Abu Musa Island Airport,25.8757,55.033001,IR,Abu Musa,AEU
5139,Bushehr Airport,28.9447994232,50.8345985413,IR,Bushehr,BUZ
5143,Kish International Airport,26.5261993408,53.980201721200004,IR,Kish Island,KIH
5144,Bandar Lengeh International Airport,26.532283,54.82484,IR,Bandar Lengeh,BDH
5145,Persian Gulf International Airport,27.379601,52.737701,IR,Asalouyeh,PGU
5149,Shahid Ashrafi Esfahani Airport,34.3459014893,47.1581001282,IR,Kermanshah,KSH
5151,Khoram Abad Airport,33.43539810180664,48.282901763916016,IR,,KHD
5152,Sanandaj Airport,35.24589920043945,47.00920104980469,IR,,SDG
5155,Kashan Airport,33.895302,51.577,IR,Kashan,KKS
5156,Esfahan Shahid Beheshti International Airport,32.75080108642578,51.86130142211914,IR,Isfahan,IFN
5159,Sardar-e-Jangal Airport,37.323333,49.617778,IR,Rasht,RAS
5160,Hamadan Airport,34.869202,48.552502,IR,Hamadan,HDM
5171,Payam Karaj International Airport,35.7761,50.826698,IR,Karaj,PYK
5172,Bandar Abbas International Airport,27.218299865722656,56.37779998779297,IR,Bandar Abbas,BND
5174,Ayatollah Hashemi Rafsanjani International Airport,30.274401,56.951099,IR,Kerman,KER
5175,Bam Airport,29.0842,58.450001,IR,Bam,BXR
5178,Rafsanjan Airport,30.298345,56.048979,IR,Rafsanjan,RJN
5180,Birjand International Airport,32.896525,59.281258,IR,Birjand,XBJ
5184,Bojnord Airport,37.49300003051758,57.30820083618164,IR,Bojnord,BJB
5185,Sabzevar National Airport,36.16809844970703,57.59519958496094,IR,Sabzevar,AFZ
5190,Nowshahr Airport,36.664286,51.46273,IR,Nowshahr,NSH
5191,Ramsar Airport,36.90701,50.687316,IR,Ramsar,RZR
5192,Sari Dasht-e Naz International Airport,36.644408,53.188761,IR,Sari,SRY
5195,Lar Airport,27.6747,54.383301,IR,Lar,LRR
5196,Lamerd Airport,27.3727,53.188801,IR,Lamerd,LFM
5200,Ardabil Airport,38.3256988525,48.4244003296,IR,Ardabil,ADU
5203,Urmia Airport,37.6680984497,45.0686988831,IR,Urmia,OMH
5204,Tabriz International Airport,38.1339,46.235001,IR,Tabriz,TBZ
